cycle,sense_sec,compute_sec,transfer_sec,idle_sec,total_sec
77,0.010068893432617188,0.020064830780029297,0.010063409805297852,0.0050623416900634766,0.04525947570800781
78,0.01006317138671875,0.020100831985473633,0.010074615478515625,0.005104780197143555,0.04534339904785156
79,0.01007223129272461,0.020104408264160156,0.010065317153930664,0.0050623416900634766,0.045304298400878906
80,0.01006317138671875,0.020102739334106445,0.01007223129272461,0.005103588104248047,0.04534173011779785
81,0.010093212127685547,0.02007150650024414,0.010066986083984375,0.005064249038696289,0.04529595375061035
82,0.010067462921142578,0.020104408264160156,0.010078191757202148,0.0051043033599853516,0.045354366302490234
83,0.010067224502563477,0.020175457000732422,0.010072708129882812,0.005059242248535156,0.04537463188171387
84,0.01005697250366211,0.020104408264160156,0.010071277618408203,0.005063056945800781,0.04529571533203125
85,0.010068893432617188,0.02008223533630371,0.010068178176879883,0.005065202713012695,0.04528450965881348
86,0.010062217712402344,0.020102977752685547,0.010072946548461914,0.00510096549987793,0.045339107513427734
87,0.01009368896484375,0.020104169845581055,0.010068416595458984,0.005062103271484375,0.045328378677368164
88,0.010064840316772461,0.0200653076171875,0.010067224502563477,0.005101203918457031,0.04529857635498047
89,0.01007080078125,0.02008056640625,0.010067939758300781,0.005063295364379883,0.045282602310180664
90,0.010068893432617188,0.020107746124267578,0.010075092315673828,0.005085945129394531,0.045337677001953125
91,0.01006627082824707,0.02010369300842285,0.010065317153930664,0.005062103271484375,0.04529738426208496
92,0.010061979293823242,0.020082473754882812,0.010108232498168945,0.005068063735961914,0.045320749282836914
93,0.010070562362670898,0.020104408264160156,0.010068178176879883,0.00506281852722168,0.04530596733093262
94,0.01006770133972168,0.02010488510131836,0.010074138641357422,0.00506591796875,0.04531264305114746
95,0.010064125061035156,0.020104408264160156,0.010073184967041016,0.0051043033599853516,0.04534602165222168
96,0.01007223129272461,0.020103931427001953,0.010091543197631836,0.005062103271484375,0.04532980918884277
97,0.01006007194519043,0.020105838775634766,0.01007390022277832,0.005105495452880859,0.045345306396484375
98,0.010068416595458984,0.020104646682739258,0.01007390022277832,0.005105495452880859,0.04535245895385742
99,0.010065555572509766,0.020064592361450195,0.010064363479614258,0.005061626434326172,0.04525613784790039
100,0.010067939758300781,0.02010178565979004,0.010076761245727539,0.0051059722900390625,0.04535245895385742
101,0.010078907012939453,0.02007293701171875,0.010066509246826172,0.00506281852722168,0.045281171798706055
102,0.010069131851196289,0.020137786865234375,0.010075092315673828,0.005078315734863281,0.04536032676696777
103,0.010070562362670898,0.020067453384399414,0.010063886642456055,0.005059957504272461,0.04526185989379883
104,0.010062456130981445,0.02010512351989746,0.010066747665405273,0.005064487457275391,0.04529881477355957
105,0.010062456130981445,0.020104408264160156,0.010066747665405273,0.005061626434326172,0.04529523849487305
